date,pm25,pm10,o3,no2,so2,co,AQI
2021/6/18,74,44,16,7,3,25,74
2021/6/19,70,31,14,7,1,,70
2021/6/20,54,59,23,14,4,,59
2021/6/21,86,108,48,19,7,34,108
2021/6/22,125,143,52,24,11,51,143
2021/6/23,157,76,38,10,6,,157
2021/6/24,124,151,42,16,7,,151
2021/6/25,117,75,19,13,7,,117
2021/6/26,96,113,37,16,6,16,113
2021/6/27,148,115,47,20,6,14,148
2021/6/28,160,185,64,19,9,3,185
2021/6/29,157,393,33,23,9,4,393
2021/6/30,152,288,34,18,7,3,288
2021/1/4,130,60,6,24,6,23,130
2021/1/5,126,101,6,34,6,40,126
2021/1/6,170,116,8,14,5,38,170
2021/1/7,191,162,8,23,7,16,191
2021/1/8,204,147,10,21,8,11,204
2021/1/9,201,129,14,13,4,10,201
2021/1/10,187,148,16,19,5,13,187
2021/1/11,201,177,15,27,4,16,201
2021/1/12,230,253,22,40,5,22,253
2021/1/13,288,306,18,50,5,31,306
2021/1/14,313,510,21,69,2,36,510
2021/1/15,436,237,12,32,10,48,436
2021/1/16,277,146,13,11,6,18,277
2021/1/17,241,238,12,37,8,35,241
2021/1/18,265,261,17,38,4,17,265
2021/1/19,304,152,16,22,2,14,304
2021/1/20,206,215,25,40,7,20,215
2021/1/21,235,173,8,25,10,16,235
2021/1/22,237,128,17,16,6,12,237
2021/1/23,192,270,2,22,2,24,270
2021/1/24,299,220,13,32,6,20,299
2021/1/25,232,283,28,47,5,23,283
2021/1/26,281,251,26,40,8,19,281
2021/1/27,244,267,13,45,6,25,267
2021/1/28,288,282,21,44,5,20,288
2021/1/29,286,229,29,38,9,13,286
2021/1/30,229,253,51,57,9,19,253
2021/1/31,275,306,38,48,9,21,306
2021/2/1,301,253,14,65,10,17,301
2021/2/2,292,,,21,7,18,292
2021/2/3,333,,,,,,333
2021/2/6,145,139,26,23,6,9,145
2021/2/7,180,207,32,41,9,13,207
2021/2/8,220,248,35,48,11,16,248
2021/2/9,268,252,28,54,12,17,268
2021/2/10,259,197,28,33,9,13,259
2021/2/11,225,257,45,37,12,14,257
2021/2/12,279,479,1,105,5,50,479
2021/2/13,356,257,26,63,3,23,356
2021/2/14,269,212,14,71,5,22,269
2021/2/15,233,210,26,43,4,19,233
2021/2/16,234,227,22,53,3,19,234
2021/2/17,204,195,28,38,4,15,204
2021/2/18,215,204,22,36,4,16,215
2021/2/19,227,170,16,36,3,15,227
2021/2/20,193,192,27,29,3,12,193
2021/2/21,210,245,22,46,5,15,245
2021/2/22,214,278,26,77,6,22,278
2021/2/23,203,360,29,67,7,23,360
2021/2/24,264,250,39,49,5,15,264
2021/2/25,208,236,27,42,6,15,236
2021/2/26,175,206,23,46,7,14,206
2021/2/27,173,153,32,21,5,9,173
2021/2/28,153,146,28,19,5,7,153
2021/3/1,142,193,28,14,5,6,193
2021/3/2,135,157,34,30,4,15,157
2021/3/3,156,193,64,59,6,17,193
2021/3/4,202,172,29,25,4,10,202
2021/3/5,156,180,31,30,4,13,180
2021/3/6,165,207,31,31,9,12,207
2021/3/7,214,150,40,21,9,10,214
2021/3/8,183,237,45,34,8,13,237
2021/3/9,214,170,46,43,7,13,214
2021/3/10,138,246,41,49,13,16,246
2021/3/11,202,159,25,37,10,11,202
2021/3/12,170,154,47,34,9,10,170
2021/3/13,182,137,45,27,8,8,182
2021/3/14,159,181,35,31,7,8,181
2021/3/15,163,276,27,27,6,8,276
2021/3/16,164,307,42,30,10,11,307
2021/3/17,183,317,44,35,13,13,317
2021/3/18,199,233,50,31,12,10,233
2021/3/19,177,188,45,33,9,11,188
2021/3/20,167,206,61,50,9,12,206
2021/3/21,195,183,31,29,10,11,195
2021/3/22,158,179,18,37,8,9,179
2021/3/23,149,147,49,31,11,9,149
2021/3/24,155,108,30,19,6,9,155
2021/3/25,109,122,37,22,9,11,122
2021/3/26,141,185,61,46,13,15,185
2021/3/27,206,201,77,39,12,16,206
2021/3/28,218,189,45,35,8,14,218
2021/3/29,203,428,40,29,8,10,428
2021/3/30,183,177,36,14,4,9,183
2021/3/31,106,238,30,15,6,9,238
2020/10/1,145,134,50,24,6,6,145
2020/10/2,161,125,44,23,6,5,161
2020/10/3,157,120,53,21,6,4,157
2020/10/4,159,140,55,23,6,6,159
2020/10/5,156,133,52,27,7,5,156
2020/10/6,160,152,68,26,8,4,160
2020/10/7,182,142,78,25,8,7,182
2020/10/8,174,146,56,28,5,8,174
2020/10/9,168,155,56,26,7,7,168
2020/10/10,186,148,63,26,8,8,186
2020/10/11,177,223,58,35,8,18,223
2020/10/12,254,151,24,35,6,13,254
2020/10/13,195,165,20,26,4,11,195
2020/10/14,200,190,6,39,3,14,200
2020/10/15,210,172,6,49,3,11,210
2020/10/16,201,179,5,45,2,9,201
2020/10/17,196,160,4,48,13,8,196
2020/10/18,178,153,5,33,3,6,178
2020/10/19,174,152,5,29,4,7,174
2020/10/20,167,184,4,34,4,15,184
2020/10/21,189,225,10,32,,17,225
2020/10/22,240,232,12,27,3,16,240
2020/10/23,264,246,18,30,3,16,264
2020/10/24,258,274,16,36,4,24,274
2020/10/25,270,223,12,31,4,17,270
2020/10/26,247,228,6,48,6,19,247
2020/10/27,235,303,11,75,5,28,303
2020/10/28,259,261,6,70,5,28,261
2020/10/29,259,295,9,67,6,20,295
2020/10/30,275,385,9,56,7,20,385
2020/10/31,326,466,11,61,8,22,466
2020/11/1,348,389,7,71,8,25,389
2020/11/2,301,218,4,86,5,34,301
2020/11/3,208,673,5,93,9,44,673
2020/11/4,443,568,10,89,7,36,568
2020/11/5,392,483,10,80,7,24,483
2020/11/6,358,512,11,70,9,24,512
2020/11/7,388,700,7,80,5,48,700
2020/11/8,513,633,9,78,5,33,633
2020/11/9,471,564,6,63,4,24,564
2020/11/10,464,180,3,49,4,22,464
2020/11/11,230,235,2,59,5,23,235
2020/11/12,217,295,11,52,3,28,295
2020/11/13,266,552,7,49,5,25,552
2020/11/14,476,312,6,39,3,19,476
2020/11/15,346,90,3,26,3,16,346
2020/11/16,155,91,6,27,4,19,155
2020/11/17,147,124,9,35,5,16,147
2020/11/18,180,146,14,35,4,18,180
2020/11/19,210,145,13,34,4,15,210
2020/11/20,201,136,15,31,6,21,201
2020/11/21,165,156,18,40,5,19,165
2020/11/22,192,271,24,68,5,25,271
2020/11/23,280,398,5,74,4,29,398
2020/11/24,353,292,4,46,4,21,353
2020/11/25,330,107,5,26,6,15,330
2020/11/26,161,105,21,19,9,20,161
2020/11/27,148,151,36,27,8,15,151
2020/11/28,183,211,111,50,13,23,211
2020/11/29,225,279,70,58,8,26,279
2020/11/30,277,338,67,63,9,28,338
2020/12/1,337,325,87,50,13,23,337
2020/12/2,304,334,104,62,18,28,334
2020/12/3,296,453,66,47,11,23,453
2020/12/4,409,288,48,24,9,19,409
2020/12/5,332,372,50,43,10,28,372
2020/12/6,353,392,53,47,6,18,392
2020/12/7,354,317,47,57,7,32,354
2020/12/8,292,297,48,48,5,25,297
2020/12/9,284,178,29,37,8,14,284
2020/12/10,198,213,14,40,11,14,213
2020/12/11,223,214,7,21,2,17,223
2020/12/12,305,111,24,10,4,12,305
2020/12/13,180,107,29,8,8,8,180
2020/12/14,171,119,26,14,9,10,171
2020/12/15,185,123,25,14,7,16,185
2020/12/16,181,141,16,26,8,21,181
2020/12/17,194,169,23,46,7,10,194
2020/12/18,195,208,25,60,8,14,208
2020/12/19,220,264,27,71,6,17,264
2020/12/20,265,274,26,77,11,14,274
2020/12/21,297,405,24,72,8,20,405
2020/12/22,386,337,30,80,6,16,386
2020/12/23,335,297,29,67,10,14,335
2020/12/24,316,152,22,51,4,11,316
2020/12/25,229,241,28,60,5,15,241
2020/12/26,282,217,21,50,6,8,282
2020/12/27,276,145,19,28,7,17,276
2020/12/28,151,169,23,33,10,7,169
2020/12/29,182,191,3,43,4,19,191
2020/12/30,268,380,15,68,6,22,380
2020/12/31,343,356,5,84,4,3,356
2021/1/1,364,280,9,52,6,4,364
2021/1/2,354,99,7,29,4,39,354
2021/1/3,186,65,11,39,6,24,186
2020/7/1,125,71,23,13,7,9,125
2020/7/2,145,84,43,16,7,10,145
2020/7/3,144,88,25,15,12,6,144
2020/7/4,112,56,36,12,9,8,112
2020/7/5,59,32,38,14,7,7,59
2020/7/6,100,29,14,11,7,6,100
2020/7/7,57,38,17,13,9,8,57
2020/7/8,75,73,53,21,11,6,75
2020/7/9,136,63,39,20,7,8,136
2020/7/10,79,44,38,14,10,5,79
2020/7/11,61,29,36,11,10,,61
2020/7/12,81,77,42,15,11,,81
2020/7/13,98,105,35,17,11,,105
2020/7/14,127,61,33,12,12,,127
2020/7/15,98,50,19,12,15,,98
2020/7/16,87,59,24,11,12,4,87
2020/7/17,128,38,18,11,8,8,128
2020/7/18,72,34,35,15,11,10,72
2020/7/19,69,,,,,,69
2020/7/22,82,64,42,23,8,6,82
2020/7/23,121,55,14,17,20,11,121
2020/7/24,107,35,5,14,7,9,107
2020/7/25,66,71,14,19,7,12,71
2020/7/26,133,86,16,24,8,7,133
2020/7/27,114,72,15,21,8,8,114
2020/7/28,70,,,,,,70
2020/7/30,62,59,8,18,6,8,62
2020/7/31,97,52,12,23,7,8,97
2020/8/1,162,54,11,20,7,7,162
2020/8/2,74,60,9,21,7,7,74
2020/8/3,72,51,7,18,8,6,72
2020/8/4,67,59,8,20,6,8,67
2020/8/5,103,35,4,15,6,6,103
2020/8/6,44,37,6,15,5,9,44
2020/8/7,63,57,5,19,5,10,63
2020/8/8,107,41,6,16,5,10,107
2020/8/9,87,43,4,16,3,10,87
2020/8/10,87,63,3,22,5,7,87
2020/8/11,122,53,9,18,7,6,122
2020/8/12,77,19,7,18,6,4,77
2020/8/13,46,26,9,16,6,8,46
2020/8/14,52,43,8,17,5,7,52
2020/8/15,88,34,8,17,6,4,88
2020/8/16,68,41,7,20,5,10,68
2020/8/17,79,57,33,25,5,9,79
2020/8/18,87,31,29,22,6,6,87
2020/8/19,133,16,10,18,5,10,133
2020/8/20,36,20,10,18,4,9,36
2020/8/21,24,23,11,16,4,8,24
2020/8/22,23,22,12,15,4,6,23
2020/8/23,45,25,10,18,5,7,45
2020/8/24,40,46,10,21,8,7,46
2020/8/25,64,59,34,26,6,8,64
2020/8/26,59,56,14,23,5,10,59
2020/8/27,83,48,10,23,2,9,83
2020/8/28,89,46,12,20,5,9,89
2020/8/29,76,,,,,,76
2020/9/9,116,90,31,25,6,5,116
2020/9/10,133,96,38,28,9,7,133
2020/9/11,134,88,28,19,6,8,134
2020/9/12,137,90,28,17,7,20,137
2020/9/13,153,108,21,19,3,18,153
2020/9/14,161,100,39,19,7,10,161
2020/9/15,155,140,38,19,8,3,155
2020/9/16,151,95,31,15,7,2,151
2020/9/17,128,99,29,17,5,3,128
2020/9/18,121,97,40,17,6,6,121
2020/9/19,141,106,40,15,5,6,141
2020/9/20,159,95,35,14,4,3,159
2020/9/21,144,57,18,16,7,7,144
2020/9/22,82,55,18,16,7,7,82
2020/9/23,75,56,34,16,10,6,75
2020/9/24,81,103,50,26,4,9,103
2020/9/25,125,130,32,28,7,7,130
2020/9/26,151,94,35,21,3,9,151
2020/9/27,111,130,52,21,6,9,130
2020/9/28,142,135,42,17,6,7,142
2020/9/29,150,126,38,19,3,4,150
2020/9/30,130,128,42,23,6,6,130
2020/4/8,122,77,27,11,9,7,122
2020/4/9,115,74,29,13,10,8,115
2020/4/10,137,93,31,17,13,9,137
2020/4/11,156,110,31,17,12,8,156
2020/4/12,98,74,28,12,10,7,98
2020/4/13,135,101,35,16,14,9,135
2020/4/14,138,109,30,18,13,7,138
2020/4/15,145,140,31,19,9,10,145
2020/4/16,177,182,34,17,20,8,182
2020/4/17,95,84,28,12,9,7,95
2020/4/18,76,75,28,12,7,8,76
2020/4/19,100,68,29,14,9,6,100
2020/4/20,115,83,25,16,8,9,115
2020/4/21,117,84,30,14,9,7,117
2020/4/22,175,135,32,19,17,9,175
2020/4/23,120,92,26,19,9,12,120
2020/4/24,136,95,32,18,8,19,136
2020/4/25,99,81,29,17,8,18,99
2020/4/26,113,100,21,11,7,12,113
2020/4/27,87,50,23,11,8,15,87
2020/4/28,120,67,26,13,5,7,120
2020/4/29,138,83,30,14,6,10,138
2020/4/30,137,77,24,15,6,14,137
2020/5/1,138,86,25,12,6,8,138
2020/5/2,94,72,22,10,6,8,94
2020/5/3,112,69,19,10,6,8,112
2020/5/4,83,53,25,12,7,7,83
2020/5/5,141,95,31,15,10,5,141
2020/5/6,130,93,29,15,7,9,130
2020/5/7,66,61,32,15,6,10,66
2020/5/8,117,80,38,16,7,9,117
2020/5/9,152,91,37,14,8,9,152
2020/5/10,118,97,20,12,7,12,118
2020/5/11,117,65,28,14,9,8,117
2020/5/12,116,69,24,12,9,12,116
2020/5/13,159,117,20,16,11,9,159
2020/5/14,137,94,33,21,10,6,137
2020/5/15,131,86,33,16,12,7,131
2020/5/16,145,101,34,21,15,9,145
2020/5/17,161,118,34,25,17,7,161
2020/5/18,178,,39,26,18,9,178
2020/5/19,197,112,43,28,20,10,197
2020/5/20,138,114,37,24,12,6,138
2020/5/21,125,122,35,21,12,10,125
2020/5/22,189,158,64,34,21,11,189
2020/5/23,181,153,43,27,19,10,181
2020/5/24,158,157,28,18,18,8,158
2020/5/25,133,111,32,18,18,6,133
2020/5/26,124,123,27,26,17,8,124
2020/5/27,132,108,42,18,13,5,132
2020/5/28,98,128,26,10,9,6,128
2020/5/29,75,51,20,9,9,10,75
2020/5/30,73,41,43,13,7,7,73
2020/5/31,89,31,28,11,7,3,89
2020/6/1,106,56,40,15,4,7,106
2020/6/2,124,75,59,19,9,8,124
2020/6/3,162,109,61,24,15,10,162
2020/6/4,151,99,32,25,11,9,151
2020/6/5,119,65,43,16,7,7,119
2020/6/6,111,62,44,16,8,4,111
2020/6/7,122,77,38,17,10,7,122
2020/6/8,135,77,46,19,12,9,135
2020/6/9,157,102,60,25,13,11,157
2020/6/10,155,124,68,28,14,11,155
2020/6/11,146,101,34,23,11,10,146
2020/6/12,153,97,27,20,9,10,153
2020/6/13,151,110,7,17,11,9,151
2020/6/14,144,98,8,19,10,10,144
2020/6/15,133,93,32,20,10,9,133
2020/6/16,109,76,23,17,9,8,109
2020/6/17,97,62,21,13,9,6,97
2020/6/18,112,70,28,15,9,7,112
2020/6/19,125,96,16,13,8,7,125
2020/6/20,90,81,14,18,7,7,90
2020/6/21,122,72,20,16,10,8,122
2020/6/22,122,63,22,19,6,9,122
2020/6/23,78,40,7,12,4,7,78
2020/6/24,95,41,4,12,6,8,95
2020/6/25,144,74,5,18,8,10,144
2020/6/26,132,80,19,15,7,8,132
2020/6/27,101,138,29,19,11,3,138
2020/6/28,159,181,,17,13,6,181
2020/6/29,105,80,,11,3,1,105
2020/6/30,120,76,11,10,9,5,120
2020/1/3,228,207,9,29,8,21,228
2020/1/4,300,199,15,31,4,15,300
2020/1/5,275,175,34,29,10,10,275
2020/1/6,242,166,51,29,12,12,242
2020/1/7,201,101,2,18,7,7,201
2020/1/8,202,97,2,16,6,12,202
2020/1/9,181,91,8,18,4,8,181
2020/1/10,201,125,16,25,6,9,201
2020/1/11,208,156,25,30,8,15,208
2020/1/12,295,219,31,40,9,16,295
2020/1/13,316,161,14,25,7,14,316
2020/1/14,226,121,9,18,3,9,226
2020/1/15,205,106,11,20,5,12,205
2020/1/16,194,101,6,21,6,10,194
2020/1/17,150,67,10,18,6,5,150
2020/1/18,194,113,7,23,6,11,194
2020/1/19,219,127,17,20,6,11,219
2020/1/20,244,170,12,24,3,17,244
2020/1/21,288,196,11,28,4,16,288
2020/1/22,242,143,11,25,5,14,242
2020/1/23,154,97,22,19,6,8,154
2020/1/24,170,110,27,25,5,10,170
2020/1/25,258,170,33,37,8,12,258
2020/1/26,305,227,31,32,8,16,305
2020/1/27,304,226,14,39,8,20,304
2020/1/28,183,86,18,18,7,6,183
2020/1/29,165,99,18,26,3,12,165
2020/1/30,162,85,23,22,8,4,162
2020/1/31,170,100,26,24,5,7,170
2020/2/1,185,107,25,21,7,9,185
2020/2/2,194,119,25,25,8,9,194
2020/2/3,232,187,35,32,7,12,232
2020/2/4,256,171,31,36,7,12,256
2020/2/5,207,127,28,25,8,6,207
2020/2/6,204,133,38,30,10,9,204
2020/2/7,203,128,33,27,6,6,203
2020/2/8,204,126,34,26,9,6,204
2020/2/9,205,128,38,28,8,7,205
2020/2/10,219,147,37,32,8,9,219
2020/2/11,210,141,39,30,7,8,210
2020/2/12,226,161,33,29,8,7,226
2020/2/13,171,126,31,20,10,9,171
2020/2/14,147,126,29,18,7,8,147
2020/2/15,166,126,36,24,9,10,166
2020/2/16,202,145,40,33,12,9,202
2020/2/17,228,188,38,39,10,11,228
2020/2/18,201,191,39,35,11,13,201
2020/2/19,229,169,33,31,10,13,229
2020/2/20,200,130,33,17,11,7,200
2020/2/21,105,46,23,12,6,7,105
2020/2/22,132,89,24,21,6,11,132
2020/2/23,172,101,28,19,6,6,172
2020/2/24,135,81,21,21,4,6,135
2020/2/25,185,117,30,28,9,8,185
2020/2/26,250,183,29,33,13,13,250
2020/2/27,202,126,20,23,6,9,202
2020/2/28,184,102,20,17,9,6,184
2020/2/29,149,74,18,15,8,9,149
2020/3/1,110,65,24,23,8,12,110
2020/3/2,184,125,27,30,6,12,184
2020/3/3,170,118,4,33,4,12,170
2020/3/4,161,106,24,24,9,7,161
2020/3/5,97,48,21,15,6,8,97
2020/3/6,59,26,18,12,6,6,59
2020/3/7,122,62,10,20,7,15,122
2020/3/8,162,96,,23,4,7,162
2020/3/9,120,82,5,20,4,8,120
2020/3/10,170,101,24,22,8,14,170
2020/3/11,153,77,21,18,7,14,153
2020/3/12,153,103,11,25,7,26,153
2020/3/13,141,111,19,28,9,10,141
2020/3/14,108,53,12,22,6,8,108
2020/3/15,151,82,28,22,8,5,151
2020/3/16,141,103,22,28,5,6,141
2020/3/17,140,93,28,25,10,9,140
2020/3/18,155,106,28,26,13,10,155
2020/3/19,191,141,32,30,14,8,191
2020/3/20,175,143,31,34,11,11,175
2020/3/21,186,158,23,34,12,11,186
2020/3/22,176,100,22,19,11,10,176
2020/3/23,145,90,27,22,10,9,145
2020/3/28,63,32,15,11,4,,63
2020/3/29,71,49,20,9,7,5,71
2020/3/30,98,57,23,10,6,6,98
2020/3/31,134,63,23,11,9,7,134
2019/10/1,108,69,12,9,3,7,108
2019/10/2,119,93,26,16,5,9,119
2019/10/3,159,71,26,13,4,5,159
2019/10/4,139,75,29,15,4,4,139
2019/10/5,114,85,38,13,4,4,114
2019/10/6,146,101,32,12,5,4,146
2019/10/7,152,83,33,14,5,5,152
2019/10/8,115,89,2,18,3,8,115
2019/10/9,169,,,,,,169
2019/10/11,169,149,28,26,5,11,169
2019/10/12,200,152,29,24,6,10,200
2019/10/13,223,163,27,27,5,12,223
2019/10/14,212,180,24,31,7,16,212
2019/10/15,235,203,9,25,7,15,235
2019/10/16,267,146,4,23,7,11,267
2019/10/17,220,139,14,19,4,8,220
2019/10/18,185,132,13,26,4,14,185
2019/10/19,166,134,12,23,5,12,166
2019/10/20,184,145,21,23,4,8,184
2019/10/21,205,181,17,28,4,13,205
2019/10/22,198,195,20,34,4,16,198
2019/10/23,224,186,4,28,4,14,224
2019/10/24,274,140,3,26,4,13,274
2019/10/25,220,158,31,38,5,15,220
2019/10/26,237,280,38,37,5,22,280
2019/10/27,337,384,49,38,12,23,384
2019/10/28,394,384,13,37,4,25,394
2019/10/29,429,547,15,44,6,33,547
2019/10/30,497,533,15,48,4,38,533
2019/10/31,489,454,29,48,6,26,489
2019/11/1,472,361,16,33,4,15,472
2019/11/2,419,666,7,39,2,30,666
2019/11/3,648,294,16,31,3,16,648
2019/11/4,354,200,29,30,6,16,354
2019/11/5,276,165,13,50,7,21,276
2019/11/6,221,174,3,29,10,14,221
2019/11/7,293,133,14,27,5,9,293
2019/11/8,233,123,22,23,5,15,233
2019/11/9,210,210,31,30,6,11,210
2019/11/10,317,277,33,38,6,14,317
2019/11/11,347,366,45,40,7,15,366
2019/11/12,441,399,32,48,6,22,441
2019/11/13,447,350,27,45,6,26,447
2019/11/14,418,325,12,39,6,22,418
2019/11/15,376,161,15,24,6,12,376
2019/11/16,226,100,14,17,4,9,226
2019/11/17,160,148,19,28,7,17,160
2019/11/18,216,200,21,40,6,21,216
2019/11/19,264,240,17,50,8,26,264
2019/11/20,315,222,11,45,11,22,315
2019/11/21,308,208,31,45,9,16,308
2019/11/22,312,145,6,32,7,16,312
2019/11/23,215,117,9,25,7,11,215
2019/11/24,172,128,7,33,6,14,172
2019/11/25,197,128,5,30,9,10,197
2019/11/26,195,90,8,21,8,7,195
2019/11/27,149,30,6,11,4,7,149
2019/11/28,85,64,5,22,6,7,85
2019/11/29,137,103,10,26,5,12,137
2019/11/30,186,126,14,32,5,13,186
2019/12/1,215,152,16,41,5,11,215
2019/12/2,248,182,39,44,6,16,248
2019/12/3,252,225,150,38,6,25,252
2019/12/4,290,242,5,39,5,21,290
2019/12/5,348,181,3,36,5,14,348
2019/12/6,300,195,2,37,6,20,300
2019/12/7,290,196,3,36,3,20,290
2019/12/8,304,207,4,39,6,16,304
2019/12/9,267,291,24,52,5,22,291
2019/12/10,353,317,2,54,3,23,353
2019/12/11,406,280,1,35,4,16,406
2019/12/12,383,54,1,20,1,7,383
2019/12/13,141,56,1,19,2,10,141
2019/12/14,141,95,2,27,5,11,141
2019/12/15,183,86,1,21,1,11,183
2019/12/16,175,93,2,20,4,10,175
2019/12/17,180,135,2,26,3,14,180
2019/12/18,232,250,1,27,6,15,250
2019/12/19,323,293,2,35,2,28,323
2019/12/20,374,263,1,31,3,17,374
2019/12/21,358,112,1,21,4,11,358
2019/12/22,207,130,1,21,5,10,207
2019/12/23,228,215,2,29,2,12,228
2019/12/24,296,131,1,22,4,12,296
2019/12/25,221,151,1,21,5,11,221
2019/12/26,243,234,1,23,3,13,243
2019/12/27,297,274,2,22,5,17,297
2019/12/28,328,220,2,24,6,14,328
2019/12/29,312,,,,,,312
2019/7/17,120,83,35,36,5,12,120
2019/7/18,117,110,35,25,5,14,117
2019/7/19,147,84,16,24,4,11,147
2019/7/20,126,70,20,18,4,12,126
2019/7/21,115,80,19,18,4,14,115
2019/7/22,134,100,28,24,5,13,134
2019/7/23,139,114,29,33,6,6,139
2019/7/24,142,55,15,23,2,7,142
2019/7/25,72,32,13,15,4,8,72
2019/7/26,62,28,11,15,2,8,62
2019/7/27,56,34,13,13,3,7,56
2019/7/28,53,40,14,13,3,7,53
2019/7/29,46,52,12,13,3,8,52
2019/7/30,65,54,17,14,4,8,65
2019/7/31,65,59,15,16,4,8,65
2019/8/1,91,59,15,14,3,5,91
2019/8/2,83,44,10,15,2,9,83
2019/8/3,73,56,12,16,4,10,73
2019/8/4,87,78,17,20,6,8,87
2019/8/5,133,42,8,15,3,14,133
2019/8/6,88,52,10,14,3,8,88
2019/8/7,62,60,9,15,6,7,62
2019/8/8,67,41,14,12,4,10,67
2019/8/9,28,31,12,20,3,13,31
2019/8/10,40,61,14,26,5,12,61
2019/8/11,85,74,76,25,4,9,85
2019/8/12,84,61,11,25,4,13,84
2019/8/13,85,47,22,26,8,15,85
2019/8/14,91,,,,,,91
2019/8/16,53,12,4,9,2,10,53
2019/8/17,18,29,9,15,3,9,29
2019/8/18,47,66,17,16,2,10,66
2019/8/19,124,77,14,16,4,8,124
2019/8/20,136,107,22,18,5,8,136
2019/8/21,167,103,19,18,3,13,167
2019/8/22,149,121,26,23,5,12,149
2019/8/23,152,127,11,21,6,15,152
2019/8/24,174,49,9,14,4,10,174
2019/8/25,100,47,9,13,5,10,100
2019/8/26,54,89,11,15,8,9,89
2019/8/27,128,75,11,16,9,11,128
2019/8/28,119,69,14,15,4,9,119
2019/8/29,108,77,13,18,8,10,108
2019/8/30,119,107,30,21,6,14,119
2019/8/31,156,52,12,14,3,10,156
2019/9/1,93,72,21,15,5,11,93
2019/9/2,134,94,16,16,4,12,134
2019/9/3,159,90,12,18,6,12,159
2019/9/4,144,63,7,13,5,11,144
2019/9/5,102,67,8,14,6,9,102
2019/9/6,110,79,7,15,5,9,110
2019/9/7,113,57,13,11,5,10,113
2019/9/8,92,97,21,13,4,10,97
2019/9/9,146,108,27,13,6,12,146
2019/9/10,162,129,28,29,6,11,162
2019/9/11,172,88,10,23,6,6,172
2019/9/12,138,58,7,24,4,9,138
2019/9/13,88,54,10,19,4,8,88
2019/9/14,78,53,5,19,2,10,78
2019/9/15,91,104,13,25,3,9,104
2019/9/16,171,109,11,29,3,12,171
2019/9/17,168,63,8,23,4,8,168
2019/9/18,101,47,5,17,8,8,101
2019/9/19,72,68,6,16,7,9,72
2019/9/20,117,84,16,18,10,5,117
2019/9/21,129,48,5,12,3,8,129
2019/9/22,91,52,7,13,6,7,91
2019/9/23,94,69,6,10,4,9,94
2019/9/24,121,58,6,5,3,9,121
2019/9/25,108,43,1,3,3,9,108
2019/9/26,72,34,2,3,2,7,72
2019/9/27,47,43,2,5,4,6,47
2019/9/28,73,25,4,4,5,6,73
2019/9/29,50,47,10,7,3,8,50
2019/9/30,88,59,7,9,5,5,88
2023/7/9,,23,11,12,3,3,23
2023/4/2,,89,45,27,13,5,89
2023/4/16,,153,56,63,11,9,153
2023/5/21,,146,50,32,5,8,146
2022/10/23,,136,5,29,5,1,136
2021/2/5,,98,20,16,5,8,98
2020/7/21,,42,19,20,7,3,42
2020/7/29,,44,11,22,4,6,44
2020/9/8,,74,28,22,4,4,74
2020/4/1,,59,23,12,8,7,59
2020/4/2,,56,22,9,8,6,56
2020/4/3,,54,30,11,9,6,54
2020/4/4,,67,28,14,10,8,67
2020/4/5,,86,32,15,11,10,86
2020/4/6,,91,27,15,9,7,91
2020/4/7,,79,23,11,9,6,79
2020/1/1,,334,12,29,6,27,334
2020/1/2,,262,10,31,8,23,262
2019/10/10,,120,34,29,10,11,120
2019/7/16,,101,2,25,2,6,101
2019/8/15,,46,4,8,3,3,46
